LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
LUX,INCOMEINEQ,S80S20,RT,A,2008,4.3,
LUX,INCOMEINEQ,S80S20,RT,A,2009,4.1,
LUX,INCOMEINEQ,S80S20,RT,A,2010,4,
LUX,INCOMEINEQ,S80S20,RT,A,2011,4.1,
LUX,INCOMEINEQ,S80S20,RT,A,2012,4.5,
LUX,INCOMEINEQ,S80S20,RT,A,2013,4.2,
MEX,INCOMEINEQ,S80S20,RT,A,2012,11.5,
MEX,INCOMEINEQ,S80S20,RT,A,2014,10.4,
NLD,INCOMEINEQ,S80S20,RT,A,2010,4.2,
NLD,INCOMEINEQ,S80S20,RT,A,2011,4.2,
NLD,INCOMEINEQ,S80S20,RT,A,2012,4.2,
NLD,INCOMEINEQ,S80S20,RT,A,2013,4.2,
NLD,INCOMEINEQ,S80S20,RT,A,2014,4.3,
NZL,INCOMEINEQ,S80S20,RT,A,2011,5.2,
NZL,INCOMEINEQ,S80S20,RT,A,2012,5.3,
NOR,INCOMEINEQ,S80S20,RT,A,2004,4.1,
NOR,INCOMEINEQ,S80S20,RT,A,2008,3.7,
NOR,INCOMEINEQ,S80S20,RT,A,2009,3.6,
NOR,INCOMEINEQ,S80S20,RT,A,2010,3.7,
NOR,INCOMEINEQ,S80S20,RT,A,2011,3.7,
NOR,INCOMEINEQ,S80S20,RT,A,2012,3.8,
NOR,INCOMEINEQ,S80S20,RT,A,2013,3.8,
POL,INCOMEINEQ,S80S20,RT,A,2005,5.5,
POL,INCOMEINEQ,S80S20,RT,A,2006,5.1,
POL,INCOMEINEQ,S80S20,RT,A,2007,5,
POL,INCOMEINEQ,S80S20,RT,A,2008,4.9,
POL,INCOMEINEQ,S80S20,RT,A,2009,4.8,
POL,INCOMEINEQ,S80S20,RT,A,2010,4.8,
POL,INCOMEINEQ,S80S20,RT,A,2011,4.7,
POL,INCOMEINEQ,S80S20,RT,A,2012,4.7,
POL,INCOMEINEQ,S80S20,RT,A,2013,4.7,
PRT,INCOMEINEQ,S80S20,RT,A,2004,7.1,
PRT,INCOMEINEQ,S80S20,RT,A,2005,6.9,
PRT,INCOMEINEQ,S80S20,RT,A,2006,6.6,
PRT,INCOMEINEQ,S80S20,RT,A,2007,6.3,
PRT,INCOMEINEQ,S80S20,RT,A,2008,6,
PRT,INCOMEINEQ,S80S20,RT,A,2009,5.6,
PRT,INCOMEINEQ,S80S20,RT,A,2010,5.6,
PRT,INCOMEINEQ,S80S20,RT,A,2011,5.7,
PRT,INCOMEINEQ,S80S20,RT,A,2012,5.9,
PRT,INCOMEINEQ,S80S20,RT,A,2013,6.1,
SVK,INCOMEINEQ,S80S20,RT,A,2004,3.9,
SVK,INCOMEINEQ,S80S20,RT,A,2005,4.2,
SVK,INCOMEINEQ,S80S20,RT,A,2006,3.6,
SVK,INCOMEINEQ,S80S20,RT,A,2007,3.6,
SVK,INCOMEINEQ,S80S20,RT,A,2008,3.7,
SVK,INCOMEINEQ,S80S20,RT,A,2009,3.9,
SVK,INCOMEINEQ,S80S20,RT,A,2010,3.9,
SVK,INCOMEINEQ,S80S20,RT,A,2011,3.9,
SVK,INCOMEINEQ,S80S20,RT,A,2012,3.7,
SVK,INCOMEINEQ,S80S20,RT,A,2013,4.1,
ESP,INCOMEINEQ,S80S20,RT,A,2004,6,
ESP,INCOMEINEQ,S80S20,RT,A,2005,5.8,
ESP,INCOMEINEQ,S80S20,RT,A,2006,5.4,
ESP,INCOMEINEQ,S80S20,RT,A,2007,5.6,
ESP,INCOMEINEQ,S80S20,RT,A,2008,5.8,
ESP,INCOMEINEQ,S80S20,RT,A,2009,6.1,
ESP,INCOMEINEQ,S80S20,RT,A,2010,6.1,
ESP,INCOMEINEQ,S80S20,RT,A,2011,6.4,
ESP,INCOMEINEQ,S80S20,RT,A,2012,6.1,
ESP,INCOMEINEQ,S80S20,RT,A,2013,6.7,
SWE,INCOMEINEQ,S80S20,RT,A,2011,4.1,
SWE,INCOMEINEQ,S80S20,RT,A,2012,4.1,
SWE,INCOMEINEQ,S80S20,RT,A,2013,4.2,
CHE,INCOMEINEQ,S80S20,RT,A,2013,4.4,
TUR,INCOMEINEQ,S80S20,RT,A,2011,8.1,
TUR,INCOMEINEQ,S80S20,RT,A,2012,7.8,
TUR,INCOMEINEQ,S80S20,RT,A,2013,7.6,
GBR,INCOMEINEQ,S80S20,RT,A,2002,6.2,
GBR,INCOMEINEQ,S80S20,RT,A,2003,6.1,
GBR,INCOMEINEQ,S80S20,RT,A,2004,6,
GBR,INCOMEINEQ,S80S20,RT,A,2005,6.1,
GBR,INCOMEINEQ,S80S20,RT,A,2006,6.4,
GBR,INCOMEINEQ,S80S20,RT,A,2007,6.6,
GBR,INCOMEINEQ,S80S20,RT,A,2008,6.5,
GBR,INCOMEINEQ,S80S20,RT,A,2009,6.5,
GBR,INCOMEINEQ,S80S20,RT,A,2010,5.9,
GBR,INCOMEINEQ,S80S20,RT,A,2011,5.9,
GBR,INCOMEINEQ,S80S20,RT,A,2012,5.9,
GBR,INCOMEINEQ,S80S20,RT,A,2013,6,
USA,INCOMEINEQ,S80S20,RT,A,2013,8.6,
USA,INCOMEINEQ,S80S20,RT,A,2014,8.7,
EST,INCOMEINEQ,S80S20,RT,A,2004,6.3,
EST,INCOMEINEQ,S80S20,RT,A,2005,5.9,
EST,INCOMEINEQ,S80S20,RT,A,2006,5.8,
EST,INCOMEINEQ,S80S20,RT,A,2007,5.3,
EST,INCOMEINEQ,S80S20,RT,A,2008,5.2,
EST,INCOMEINEQ,S80S20,RT,A,2009,5.3,
EST,INCOMEINEQ,S80S20,RT,A,2010,5.5,
EST,INCOMEINEQ,S80S20,RT,A,2011,5.7,
EST,INCOMEINEQ,S80S20,RT,A,2012,5.8,
EST,INCOMEINEQ,S80S20,RT,A,2013,6.7,
ISR,INCOMEINEQ,S80S20,RT,A,2011,7.3,
ISR,INCOMEINEQ,S80S20,RT,A,2012,7.5,
ISR,INCOMEINEQ,S80S20,RT,A,2013,7.6,
ISR,INCOMEINEQ,S80S20,RT,A,2014,7.4,
SVN,INCOMEINEQ,S80S20,RT,A,2004,3.5,
SVN,INCOMEINEQ,S80S20,RT,A,2005,3.5,
SVN,INCOMEINEQ,S80S20,RT,A,2006,3.4,
SVN,INCOMEINEQ,S80S20,RT,A,2007,3.5,
SVN,INCOMEINEQ,S80S20,RT,A,2008,3.4,
SVN,INCOMEINEQ,S80S20,RT,A,2009,3.6,
SVN,INCOMEINEQ,S80S20,RT,A,2010,3.6,
SVN,INCOMEINEQ,S80S20,RT,A,2011,3.6,
SVN,INCOMEINEQ,S80S20,RT,A,2012,3.7,
SVN,INCOMEINEQ,S80S20,RT,A,2013,3.8,
LVA,INCOMEINEQ,GINI,INEQ,A,2004,0.363,
LVA,INCOMEINEQ,GINI,INEQ,A,2005,0.392,
LVA,INCOMEINEQ,GINI,INEQ,A,2006,0.353,
LVA,INCOMEINEQ,GINI,INEQ,A,2007,0.376,
LVA,INCOMEINEQ,GINI,INEQ,A,2008,0.374,
LVA,INCOMEINEQ,GINI,INEQ,A,2009,0.356,
LVA,INCOMEINEQ,GINI,INEQ,A,2010,0.348,
LVA,INCOMEINEQ,GINI,INEQ,A,2011,0.353,
LVA,INCOMEINEQ,GINI,INEQ,A,2012,0.347,
LVA,INCOMEINEQ,GINI,INEQ,A,2013,0.352,
JPN,INCOMEINEQ,S80S20,RT,A,2009,6.2,
JPN,INCOMEINEQ,S80S20,RT,A,2012,6.1,
KOR,INCOMEINEQ,S80S20,RT,A,2012,5.5,
KOR,INCOMEINEQ,S80S20,RT,A,2013,5.4,
KOR,INCOMEINEQ,S80S20,RT,A,2014,5.4,
CHL,INCOMEINEQ,S80S20,RT,A,2009,11.8,
CHL,INCOMEINEQ,S80S20,RT,A,2011,11.3,
CHL,INCOMEINEQ,S80S20,RT,A,2013,10.6,
LVA,INCOMEINEQ,P50P10,RT,A,2004,2.5,
LVA,INCOMEINEQ,P50P10,RT,A,2005,2.5,
LVA,INCOMEINEQ,P50P10,RT,A,2006,2.4,
LVA,INCOMEINEQ,P50P10,RT,A,2007,2.7,
LVA,INCOMEINEQ,P50P10,RT,A,2008,2.6,
LVA,INCOMEINEQ,P50P10,RT,A,2009,2.3,
LVA,INCOMEINEQ,P50P10,RT,A,2010,2.3,
LVA,INCOMEINEQ,P50P10,RT,A,2011,2.3,
LVA,INCOMEINEQ,P50P10,RT,A,2012,2.2,
LVA,INCOMEINEQ,P50P10,RT,A,2013,2.2,
LVA,INCOMEINEQ,P90P10,RT,A,2004,5.3,
LVA,INCOMEINEQ,P90P10,RT,A,2005,5.8,
LVA,INCOMEINEQ,P90P10,RT,A,2006,5.3,
LVA,INCOMEINEQ,P90P10,RT,A,2007,6.1,
LVA,INCOMEINEQ,P90P10,RT,A,2008,5.8,
LVA,INCOMEINEQ,P90P10,RT,A,2009,5.1,
LVA,INCOMEINEQ,P90P10,RT,A,2010,5.1,
LVA,INCOMEINEQ,P90P10,RT,A,2011,4.9,
LVA,INCOMEINEQ,P90P10,RT,A,2012,5,
LVA,INCOMEINEQ,P90P10,RT,A,2013,5,
LVA,INCOMEINEQ,P90P50,RT,A,2004,2.2,
LVA,INCOMEINEQ,P90P50,RT,A,2005,2.3,
LVA,INCOMEINEQ,P90P50,RT,A,2006,2.2,
LVA,INCOMEINEQ,P90P50,RT,A,2007,2.3,
LVA,INCOMEINEQ,P90P50,RT,A,2008,2.2,
LVA,INCOMEINEQ,P90P50,RT,A,2009,2.2,
LVA,INCOMEINEQ,P90P50,RT,A,2010,2.3,
LVA,INCOMEINEQ,P90P50,RT,A,2011,2.2,
LVA,INCOMEINEQ,P90P50,RT,A,2012,2.2,
LVA,INCOMEINEQ,P90P50,RT,A,2013,2.2,
LVA,INCOMEINEQ,S90S10,RT,A,2004,12.7,
LVA,INCOMEINEQ,S90S10,RT,A,2005,15.2,
LVA,INCOMEINEQ,S90S10,RT,A,2006,10.8,
LVA,INCOMEINEQ,S90S10,RT,A,2007,12.5,
LVA,INCOMEINEQ,S90S10,RT,A,2008,12.4,
LVA,INCOMEINEQ,S90S10,RT,A,2009,11.9,
LVA,INCOMEINEQ,S90S10,RT,A,2010,11.1,
LVA,INCOMEINEQ,S90S10,RT,A,2011,11,
LVA,INCOMEINEQ,S90S10,RT,A,2012,10.4,
LVA,INCOMEINEQ,S90S10,RT,A,2013,10.9,
LVA,INCOMEINEQ,S80S20,RT,A,2004,6.8,
LVA,INCOMEINEQ,S80S20,RT,A,2005,8,
LVA,INCOMEINEQ,S80S20,RT,A,2006,6.4,
LVA,INCOMEINEQ,S80S20,RT,A,2007,7.4,
LVA,INCOMEINEQ,S80S20,RT,A,2008,7.3,
LVA,INCOMEINEQ,S80S20,RT,A,2009,6.6,
LVA,INCOMEINEQ,S80S20,RT,A,2010,6.3,
LVA,INCOMEINEQ,S80S20,RT,A,2011,6.3,
LVA,INCOMEINEQ,S80S20,RT,A,2012,6.2,
LVA,INCOMEINEQ,S80S20,RT,A,2013,6.3,
LTU,INCOMEINEQ,P50P10,RT,A,2004,2.3,
LTU,INCOMEINEQ,P50P10,RT,A,2005,2.3,
LTU,INCOMEINEQ,P50P10,RT,A,2006,2.2,
LTU,INCOMEINEQ,P50P10,RT,A,2007,2.3,
LTU,INCOMEINEQ,P50P10,RT,A,2008,2.3,
LTU,INCOMEINEQ,P50P10,RT,A,2009,2.4,
LTU,INCOMEINEQ,P50P10,RT,A,2010,2.2,
LTU,INCOMEINEQ,P50P10,RT,A,2011,2.1,
LTU,INCOMEINEQ,P50P10,RT,A,2012,2.2,
LTU,INCOMEINEQ,P50P10,RT,A,2013,2.2,
LTU,INCOMEINEQ,P90P10,RT,A,2004,5,
LTU,INCOMEINEQ,P90P10,RT,A,2005,5.2,
LTU,INCOMEINEQ,P90P10,RT,A,2006,4.7,
LTU,INCOMEINEQ,P90P10,RT,A,2007,4.7,
LTU,INCOMEINEQ,P90P10,RT,A,2008,4.8,
LTU,INCOMEINEQ,P90P10,RT,A,2009,5.5,
LTU,INCOMEINEQ,P90P10,RT,A,2010,4.7,
LTU,INCOMEINEQ,P90P10,RT,A,2011,4.5,
LTU,INCOMEINEQ,P90P10,RT,A,2012,4.8,
LTU,INCOMEINEQ,P90P10,RT,A,2013,4.9,
LTU,INCOMEINEQ,P90P50,RT,A,2004,2.2,
LTU,INCOMEINEQ,P90P50,RT,A,2005,2.2,
LTU,INCOMEINEQ,P90P50,RT,A,2006,2.1,
LTU,INCOMEINEQ,P90P50,RT,A,2007,2,
LTU,INCOMEINEQ,P90P50,RT,A,2008,2.1,
LTU,INCOMEINEQ,P90P50,RT,A,2009,2.3,
LTU,INCOMEINEQ,P90P50,RT,A,2010,2.1,
LTU,INCOMEINEQ,P90P50,RT,A,2011,2.1,
LTU,INCOMEINEQ,P90P50,RT,A,2012,2.1,
LTU,INCOMEINEQ,P90P50,RT,A,2013,2.3,
LTU,INCOMEINEQ,S90S10,RT,A,2004,11,
LTU,INCOMEINEQ,S90S10,RT,A,2005,11.4,
LTU,INCOMEINEQ,S90S10,RT,A,2006,9.4,
LTU,INCOMEINEQ,S90S10,RT,A,2007,9.8,
LTU,INCOMEINEQ,S90S10,RT,A,2008,11,
LTU,INCOMEINEQ,S90S10,RT,A,2009,14.1,
LTU,INCOMEINEQ,S90S10,RT,A,2010,10.1,
LTU,INCOMEINEQ,S90S10,RT,A,2011,8.6,
LTU,INCOMEINEQ,S90S10,RT,A,2012,10.4,
LTU,INCOMEINEQ,S90S10,RT,A,2013,10.5,
LTU,INCOMEINEQ,S80S20,RT,A,2004,6.3,
LTU,INCOMEINEQ,S80S20,RT,A,2005,6.4,
LTU,INCOMEINEQ,S80S20,RT,A,2006,5.7,
LTU,INCOMEINEQ,S80S20,RT,A,2007,5.8,
LTU,INCOMEINEQ,S80S20,RT,A,2008,6.4,
LTU,INCOMEINEQ,S80S20,RT,A,2009,7.2,
LTU,INCOMEINEQ,S80S20,RT,A,2010,5.8,
LTU,INCOMEINEQ,S80S20,RT,A,2011,5.4,
LTU,INCOMEINEQ,S80S20,RT,A,2012,6.2,
LTU,INCOMEINEQ,S80S20,RT,A,2013,6.2,
LTU,INCOMEINEQ,GINI,INEQ,A,2004,0.35,
LTU,INCOMEINEQ,GINI,INEQ,A,2005,0.352,
LTU,INCOMEINEQ,GINI,INEQ,A,2006,0.33,
LTU,INCOMEINEQ,GINI,INEQ,A,2007,0.338,
LTU,INCOMEINEQ,GINI,INEQ,A,2008,0.358,
LTU,INCOMEINEQ,GINI,INEQ,A,2009,0.367,
LTU,INCOMEINEQ,GINI,INEQ,A,2010,0.33,
LTU,INCOMEINEQ,GINI,INEQ,A,2011,0.323,
LTU,INCOMEINEQ,GINI,INEQ,A,2012,0.351,
LTU,INCOMEINEQ,GINI,INEQ,A,2013,0.353,
